Episode,Links
359,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_959898892105163_78610959246212383_n.mp4?_nc_cat=108&vs=244b7c2d52882cc0&_nc_vs=HBksFQAYJEdJQ1dtQURMOVh2Z0JXa0RBQl85VWoxQVNCY0JibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFESUNCek4tNVVMQUdxOGhfYU5iQUZ1YnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACa4kuaEsvuwCxUCKANDM2UYC3Z0c19wcmV2aWV3HBdAloAXjU%2FfOxghZGFzaF9nZW4yaHdiYXNpY19ocTJfZnJhZ18yX3ZpZGVvEgAYGHZpZGVvcy52dHMuY2FsbGJhY2sucHJvZDgSVklERU9fVklFV19SRVFVRVNUGwqIFW9lbV90YXJnZXRfZW5jb2RlX3RhZwZvZXBfaGQTb2VtX3JlcXVlc3RfdGltZV9tcwEwDG9lbV9jZmdfcnVsZQd1bm11dGVkE29lbV9yb2lfcmVhY2hfY291bnQBMBFvZW1faXNfZXhwZXJpbWVudAAMb2VtX3ZpZGVvX2lkEDE3MDI3NDY5OTY4NjQ3MDcSb2VtX3ZpZGVvX2Fzc2V0X2lkDzk5NzQ5MjIzODA2MDA0NxVvZW1fdmlkZW9fcmVzb3VyY2VfaWQQMzIwMzg5NzY5OTkxMDgxMhxvZW1fc291cmNlX3ZpZGVvX2VuY29kaW5nX2lkDzgzMTA1MjMxODY0MTMxNQ52dHNfcmVxdWVzdF9pZAAlAhwAJY4CGwiIAXMENTEzNAJjZAoyMDIzLTA4LTIzA3JjYgEwA2FwcAZ1cGxvYWQCY3QZQ09OVEFJTkVEX1BPU1RfQVRUQUNITUVOVBNvcmlnaW5hbF9kdXJhdGlvbl9zCDE0NDAuMTA3AWYCYWQCdHMVcHJvZ3Jlc3NpdmVfZW5jb2RpbmdzAA%3D%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=RxFYbglexCkAX9cUSGC&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfAkYs-Eso0laALV5fV4TqAJ9htL3z2Ejn_HoLQVHsxpkw&oe=6502BD3E&_nc_rid=217882321478960
360,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_1003285921090938_3606255112631652175_n.mp4?_nc_cat=110&vs=a78fd41eb82fe836&_nc_vs=HBksFQAYJEdJQ1dtQUI2VGVfMGU1QURBRV9QMkEzci1Rc3libWRqQUFBRhUAAsgBABUAGCRHSUNXbUFCaERrQ2sxVklGQVBpRXdhdThPaVU2YnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACa074aB5dXwAhUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgBeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQQNjUwMjE5NjQ1OTg1Nzc2OBJvZW1fdmlkZW9fYXNzZXRfaWQPNjMxMzAyMzk4ODE0MDkwFW9lbV92aWRlb19yZXNvdXJjZV9pZA84MTA3MTQ0MDQwMTkxNjIcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZA8zMTg0NDczMjA2Nzc1MDYOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzBDIwMTQCY2QKMjAyMy0wOC0yMwNyY2IBMANhcHAGdXBsb2FkAmN0GUNPTlRBSU5FRF9QT1NUX0FUVEFDSE1FTlQTb3JpZ2luYWxfZHVyYXRpb25fcwgxNDQwLjEwNwFmAmFkAnRzFXByb2dyZXNzaXZlX2VuY29kaW5ncwA%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=f1uYgz8MsmoAX-Hm--a&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfDRUqHBCn6MhD6rP6pzOBQarT9QatyQion8IO2BS0_uDQ&oe=65030FEA&_nc_rid=669335043536101
362,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.25447-2/10000000_1015696796451336_4407052384194706968_n.mp4?_nc_cat=101&vs=40c251b21a1c8f05&_nc_vs=HBksFQAYJEdJQ1dtQUFJZ3NCV3hac0RBQmlfZGpyTC1pZzlibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFEQWJ5Y0szeXdHQU96TmFhV3N4TlF6YnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACa8%2B5udiNx4FQIoAkMzGAt2dHNfcHJldmlldxwXQJZ%2F7ItDlYEYIWRhc2hfZ2VuMmh3YmFzaWNfaHEyX2ZyYWdfMl92aWRlbxIAGBh2aWRlb3MudnRzLmNhbGxiYWNrLnByb2Q4ElZJREVPX1ZJRVdfUkVRVUVTVBsKiBVvZW1fdGFyZ2V0X2VuY29kZV90YWcGb2VwX2hkE29lbV9yZXF1ZXN0X3RpbWVfbXMBMAxvZW1fY2ZnX3J1bGUHdW5tdXRlZBNvZW1fcm9pX3JlYWNoX2NvdW50ATARb2VtX2lzX2V4cGVyaW1lbnQADG9lbV92aWRlb19pZA82ODM2OTE0NDk4MDk4MDESb2VtX3ZpZGVvX2Fzc2V0X2lkDzk0NDIxODIwMDAxNDI1MBVvZW1fdmlkZW9fcmVzb3VyY2VfaWQPMjY1NDY0NDQzMDEwNzgyHG9lbV9zb3VyY2VfdmlkZW9fZW5jb2RpbmdfaWQQMTcwNDgzMzExOTk0Mzg2OQ52dHNfcmVxdWVzdF9pZAAlAhwAJY4CGwiIAXMDOTk2AmNkCjIwMjMtMDgtMjMDcmNiATADYXBwBnVwbG9hZAJjdBlDT05UQUlORURfUE9TVF9BVFRBQ0hNRU5UE29yaWdpbmFsX2R1cmF0aW9uX3MIMTQ0MC4wNjQBZgJhZAJ0cxVwcm9ncmVzc2l2ZV9lbmNvZGluZ3MA&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=o1256nEbzIUAX8IxSJq&_nc_ht=scontent-xsp1-2.xx&edm=APRAPSkEAAAA&oh=00_AfCXX8yES5IE8Q9K77e6byXs6XOtxDI1pGHfDESJr-kgMg&oe=6503F1D7&_nc_rid=137234076035377
363,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_684090170426713_7396203543670658063_n.mp4?_nc_cat=110&vs=9a0d194615382586&_nc_vs=HBksFQAYJEdJQ1dtQUJaUlpvbkxXNENBQV9VX2Fydmw2Um1ibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFDTTZUc1YyWUFEQUh3cHQtRG95akFsYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbMjY23u97MDBUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgBeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQQNjc2MDIwNDIzMDY4NDM1NxJvZW1fdmlkZW9fYXNzZXRfaWQQMTM2NjU1OTU3NzU3NDIzNxVvZW1fdmlkZW9fcmVzb3VyY2VfaWQQMzU0NjQ0ODM3MjI3ODExOBxvZW1fc291cmNlX3ZpZGVvX2VuY29kaW5nX2lkDzUyNjcyNjEyOTYwOTQ1MQ52dHNfcmVxdWVzdF9pZAAlAhwAJY4CGwiIAXMEOTU2NgJjZAoyMDIzLTA4LTIzA3JjYgEwA2FwcAZ1cGxvYWQCY3QZQ09OVEFJTkVEX1BPU1RfQVRUQUNITUVOVBNvcmlnaW5hbF9kdXJhdGlvbl9zCDE0NDAuMTA3AWYCYWQCdHMVcHJvZ3Jlc3NpdmVfZW5jb2RpbmdzAA%3D%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=_QJN1fYVTfkAX95a68V&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfCez0tJNvbnQ9WwBYqz03kEoc-bdkwqIQetJh3l1BzX6A&oe=6503D230&_nc_rid=394459991277895
364,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_872813834265337_3192835709959302957_n.mp4?_nc_cat=108&vs=4afb02147db4d73d&_nc_vs=HBksFQAYJEdJQ1dtQUQ1NG92TzBSa0RBQzF2VG00cE8wOHNibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFEZFZoTWljVDhDQUo4bkI1M2w2WTlfYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACas4M27pYeBARUCKANDM2UYC3Z0c19wcmV2aWV3HBdAloAXjU%2FfOxghZGFzaF9nZW4yaHdiYXNpY19ocTJfZnJhZ18yX3ZpZGVvEgAYGHZpZGVvcy52dHMuY2FsbGJhY2sucHJvZDgSVklERU9fVklFV19SRVFVRVNUGwqIFW9lbV90YXJnZXRfZW5jb2RlX3RhZwZvZXBfaGQTb2VtX3JlcXVlc3RfdGltZV9tcwEwDG9lbV9jZmdfcnVsZQd1bm11dGVkE29lbV9yb2lfcmVhY2hfY291bnQBMBFvZW1faXNfZXhwZXJpbWVudAAMb2VtX3ZpZGVvX2lkEDI0OTUxMDM2NjA2NTU4MTgSb2VtX3ZpZGVvX2Fzc2V0X2lkDzEwNzU4MTg2MjQ0MzUwNxVvZW1fdmlkZW9fcmVzb3VyY2VfaWQPMjgzNzk5Mjg3NjA5MzY2HG9lbV9zb3VyY2VfdmlkZW9fZW5jb2RpbmdfaWQQMjUwMzE3MTkwMzE4NDQ0OQ52dHNfcmVxdWVzdF9pZAAlAhwAJY4CGwiIAXMEODM3NwJjZAoyMDIzLTA4LTIzA3JjYgEwA2FwcAZ1cGxvYWQCY3QZQ09OVEFJTkVEX1BPU1RfQVRUQUNITUVOVBNvcmlnaW5hbF9kdXJhdGlvbl9zCDE0NDAuMTA3AWYCYWQCdHMVcHJvZ3Jlc3NpdmVfZW5jb2RpbmdzAA%3D%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=5vkOL48cusQAX_MQErt&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfCnjf2zrMPb8sAt5cFdetk7FWDBxpZP1zRhFwLlZjkdmA&oe=65039056&_nc_rid=821891137407161
365,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.25447-2/10000000_678427484307799_1902841042670338696_n.mp4?_nc_cat=102&vs=a920fffe4b7fb2a3&_nc_vs=HBksFQAYJEdJQ1dtQUJYUVRXMUJta0NBSWhDWnJ6WVAyZ2FibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFDMlhid3hmT0FBQUJxeEJPUUhsUEphYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbIwMyPjpv2AhUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgBeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQQMTQxMjU4NjAwOTQ3MzYzNxJvZW1fdmlkZW9fYXNzZXRfaWQPNjI4NTUzMDI5Mzk5OTg1FW9lbV92aWRlb19yZXNvdXJjZV9pZA84MjI5MDA0NDk0NDc5NzIcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZA83OTE2NzMzMjkzMjQ1MjUOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzBDEyNzICY2QKMjAyMy0wOC0yMwNyY2IBMANhcHAGdXBsb2FkAmN0GUNPTlRBSU5FRF9QT1NUX0FUVEFDSE1FTlQTb3JpZ2luYWxfZHVyYXRpb25fcwgxNDQwLjEwNwFmAmFkAnRzFXByb2dyZXNzaXZlX2VuY29kaW5ncwA%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=qyTos_aLb78AX-vZVaH&_nc_ht=scontent-xsp1-2.xx&edm=APRAPSkEAAAA&oh=00_AfBIrvfTUudFLh10PwVQiMnVQbjsiqi1hn6Jx-GshvlP5w&oe=6503C43E&_nc_rid=776413837339293
366,https://scontent-xsp1-3.xx.fbcdn.net/v/t39.25447-2/10000000_679204200739712_967388145838695095_n.mp4?_nc_cat=111&vs=718c3afa27499419&_nc_vs=HBksFQAYJEdJQ1dtQUNBY3gyTnUya0NBTGVpbzZoazJtd05ibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFDQmx6aDk5cWNEQUxJSFdWRkdkWlJwYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACauiZnp8KPzBBUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgBeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPNjY3NTY3NjU4MzQxNTc1Em9lbV92aWRlb19hc3NldF9pZA8yODUwMzI4MDA5Mjc4NjUVb2VtX3ZpZGVvX3Jlc291cmNlX2lkEDEzNzk0MDQwMTkzNDM5NTkcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZA8zMzA4MTc0MDYwMzkxMDAOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzBDI0ODYCY2QKMjAyMy0wOC0yMwNyY2IBMANhcHAGdXBsb2FkAmN0GUNPTlRBSU5FRF9QT1NUX0FUVEFDSE1FTlQTb3JpZ2luYWxfZHVyYXRpb25fcwgxNDQwLjEwNwFmAmFkAnRzFXByb2dyZXNzaXZlX2VuY29kaW5ncwA%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=bva3ACTOrYsAX8Jcwbw&_nc_ht=scontent-xsp1-3.xx&edm=APRAPSkEAAAA&oh=00_AfCfljLLTluN90MWgxtloi3bbrKAPnsdFquMBpE8yClO7w&oe=65041605&_nc_rid=500773120983477
367,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_1310921759800007_213390061352623147_n.mp4?_nc_cat=108&vs=52ad712fd4416a2b&_nc_vs=HBksFQAYJEdJQ1dtQURIT3RMQlJxZ0VBQ3VjaFZVaEhmWUNibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFDbXZQX05nbmtDQUpsWkE0dHhRanhTYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACac6dK85PCXARUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgGyLQ5WBGCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPODQ0MDk3MTczNTAzODQyEm9lbV92aWRlb19hc3NldF9pZA85ODY5MzA4NTU4ODAxMzQVb2VtX3ZpZGVvX3Jlc291cmNlX2lkDzMzMzk5MDE0MjMwMjc5OBxvZW1fc291cmNlX3ZpZGVvX2VuY29kaW5nX2lkEDE3MzIwNTE5OTA1NzcyNzMOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzBDY2OTcCY2QKMjAyMy0wOC0yMwNyY2IBMANhcHAGdXBsb2FkAmN0GUNPTlRBSU5FRF9QT1NUX0FUVEFDSE1FTlQTb3JpZ2luYWxfZHVyYXRpb25fcwgxNDQwLjE3MQFmAmFkAnRzFXByb2dyZXNzaXZlX2VuY29kaW5ncwA%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=Y2a4F2wT8VEAX8xcHHU&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfDKeisu1_E7I5QFuRRYgT_eOew5ICLW1OwCUL498WL2Ew&oe=65030401&_nc_rid=985472991243708
368,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_191780523790153_500125994532295091_n.mp4?_nc_cat=103&vs=2ef079f464a753d8&_nc_vs=HBksFQAYJEdJQ1dtQUJKei01aGJLNEFBTE5SQ1RmeHpmQUdibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFCOUZoNjVCTVVFQUR1Nzg2NTl2WHdBYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbiy7Xhgsc7FQIoAkMzGAt2dHNfcHJldmlldxwXQJZ%2F7ItDlYEYIWRhc2hfZ2VuMmh3YmFzaWNfaHEyX2ZyYWdfMl92aWRlbxIAGBh2aWRlb3MudnRzLmNhbGxiYWNrLnByb2Q4ElZJREVPX1ZJRVdfUkVRVUVTVBsKiBVvZW1fdGFyZ2V0X2VuY29kZV90YWcGb2VwX2hkE29lbV9yZXF1ZXN0X3RpbWVfbXMBMAxvZW1fY2ZnX3J1bGUHdW5tdXRlZBNvZW1fcm9pX3JlYWNoX2NvdW50ATARb2VtX2lzX2V4cGVyaW1lbnQADG9lbV92aWRlb19pZA84Mjk3OTEzODE5OTAwMjkSb2VtX3ZpZGVvX2Fzc2V0X2lkDzcwMTkyMTA3NTEwMDgzOBVvZW1fdmlkZW9fcmVzb3VyY2VfaWQPMTMwOTYyNTEzMzc1OTg1HG9lbV9zb3VyY2VfdmlkZW9fZW5jb2RpbmdfaWQPOTYyNjgwMjU1MDI2NDU5DnZ0c19yZXF1ZXN0X2lkACUCHAAljgIbCIgBcwQzNzM1AmNkCjIwMjMtMDgtMjMDcmNiATADYXBwBnVwbG9hZAJjdBlDT05UQUlORURfUE9TVF9BVFRBQ0hNRU5UE29yaWdpbmFsX2R1cmF0aW9uX3MIMTQ0MC4wNjQBZgJhZAJ0cxVwcm9ncmVzc2l2ZV9lbmNvZGluZ3MA&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=RRgNq4JP3AMAX9yzEgl&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfCNEv4H3Hd0W5DUGjya1Ez7MIXp3hPY7wtXYtX1HfAyfg&oe=6503DD6C&_nc_rid=399790510257819
369,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_723534089787354_3641983079390047869_n.mp4?_nc_cat=110&vs=4684926af1d9a3ed&_nc_vs=HBksFQAYJEdJQ1dtQURhbDJmb0RKSUNBSDN1Qm8xUTdJb3libWRqQUFBRhUAAsgBABUAGCRHSUNXbUFENTNzckJnUWtCQUxuemVoXzVCa0ZHYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACachK2p3KD%2FAhUCKANDM2UYC3Z0c19wcmV2aWV3HBdAloAXjU%2FfOxghZGFzaF9nZW4yaHdiYXNpY19ocTJfZnJhZ18yX3ZpZGVvEgAYGHZpZGVvcy52dHMuY2FsbGJhY2sucHJvZDgSVklERU9fVklFV19SRVFVRVNUGwqIFW9lbV90YXJnZXRfZW5jb2RlX3RhZwZvZXBfaGQTb2VtX3JlcXVlc3RfdGltZV9tcwEwDG9lbV9jZmdfcnVsZQd1bm11dGVkE29lbV9yb2lfcmVhY2hfY291bnQBMBFvZW1faXNfZXhwZXJpbWVudAAMb2VtX3ZpZGVvX2lkEDEyMjM0MDQ4NDE2OTAwOTISb2VtX3ZpZGVvX2Fzc2V0X2lkDzY4MzM5NDUyNzE3NDQ3OBVvZW1fdmlkZW9fcmVzb3VyY2VfaWQPODQyNzg4MDU0MDgxODA2HG9lbV9zb3VyY2VfdmlkZW9fZW5jb2RpbmdfaWQPOTY4MDU5MjI3Nzg4MjYzDnZ0c19yZXF1ZXN0X2lkACUCHAAljgIbCIgBcwQ2NDY5AmNkCjIwMjMtMDgtMjMDcmNiATADYXBwBnVwbG9hZAJjdBlDT05UQUlORURfUE9TVF9BVFRBQ0hNRU5UE29yaWdpbmFsX2R1cmF0aW9uX3MIMTQ0MC4xMDcBZgJhZAJ0cxVwcm9ncmVzc2l2ZV9lbmNvZGluZ3MA&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=v-8Ly5E_79kAX9iUbML&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfDJMVzylWzaSMWBOYsfWo-9BtqNX9waCqAKNesqk-VIzw&oe=6502F30B&_nc_rid=003640131421531
